Time,VWC%,Period,EC,Temp_Soil,Temp_Soil(F),Temp_IR,Temp_IR(F),Latitude,Longitude,Satellites,Fix,Rod Length,Soil Type,VWC Mode
2015-07-13 22:32:16,20.5,2424,0.00,19.4,66.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:18,26.2,2540,0.02,19.4,66.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:20,26.8,2552,0.02,19.4,67.0,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:22,28.3,2583,0.06,19.5,67.1,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:25,22.7,2469,0.00,19.5,67.1,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:27,21.9,2453,0.00,19.5,67.1,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:29,25.7,2530,0.03,19.5,67.1,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:31,21.9,2453,0.01,19.5,67.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:33,26.3,2543,0.00,19.5,67.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:35,24.7,2510,0.00,19.5,67.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:37,25.8,2533,0.00,19.6,67.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:40,25.0,2517,0.04,19.6,67.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:42,23.8,2491,0.04,19.6,67.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:43,27.7,2571,0.06,19.6,67.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:45,28.0,2578,0.00,19.6,67.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:47,25.5,2526,0.00,19.6,67.4,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:49,28.0,2577,0.00,19.7,67.4,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:51,23.6,2487,0.02,19.7,67.5,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:53,26.3,2543,0.02,19.7,67.5,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:55,23.0,2476,0.00,19.7,67.5,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:57,25.3,2522,0.00,19.7,67.5,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:32:59,29.4,2606,0.02,19.7,67.6,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:01,32.9,2677,0.05,19.7,67.6,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:03,22.7,2470,0.02,19.8,67.6,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:05,29.8,2613,0.03,19.8,67.6,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:07,27.3,2564,0.01,19.8,67.6,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:09,37.1,2762,0.00,19.8,67.7,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:11,32.2,2663,0.00,19.8,67.7,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:13,30.2,2623,0.00,19.8,67.7,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:15,29.4,2606,0.04,19.8,67.7,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:17,38.7,2795,0.02,19.9,67.8,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:20,26.0,2537,0.03,19.9,67.8,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:22,33.1,2682,0.00,19.9,67.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:24,25.6,2529,0.04,19.9,67.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:26,29.0,2598,0.00,19.9,67.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:28,31.1,2641,0.01,19.9,67.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:30,23.0,2475,0.04,19.9,67.9,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:32,23.7,2490,0.03,20.0,68.0,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:34,20.4,2423,0.00,20.0,68.0,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:36,23.9,2493,0.00,20.0,68.0,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:38,21.6,2446,0.00,20.0,68.0,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:40,22.2,2460,0.00,20.0,68.1,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:42,27.5,2567,0.00,20.1,68.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:44,20.8,2431,0.00,20.1,68.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:46,20.7,2429,0.00,20.1,68.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:48,17.5,2364,0.03,20.1,68.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:50,19.5,2404,0.00,20.1,68.2,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:52,19.8,2411,0.04,20.1,68.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:54,19.4,2403,0.00,20.2,68.3,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:56,24.2,2499,0.00,20.2,68.4,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:33:58,22.2,2460,0.02,20.2,68.4,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:34:00,23.8,2491,0.02,20.2,68.4,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:34:02,21.3,2441,0.00,20.2,68.4,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:34:04,25.4,2524,0.03,20.2,68.5,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:34:06,23.0,2475,0.00,20.3,68.5,----,----,00.000000 N,000.000000 W,0,0,S,S,V
2015-07-13 22:34:08,19.9,2413,0.00,20.3,68.5,----,----,33.931783 S,151.221772 E,5,1,S,S,V
2015-07-13 22:34:27,27.1,2559,0.02,20.4,68.8,----,----,33.931745 S,151.221477 E,5,1,S,S,V
2015-07-13 22:34:29,28.9,2596,0.00,20.4,68.8,----,----,33.931745 S,151.221493 E,5,1,S,S,V
2015-07-13 22:34:31,30.3,2624,0.04,20.4,68.8,----,----,33.931743 S,151.221500 E,5,1,S,S,V
2015-07-13 22:34:33,25.7,2530,0.03,20.4,68.8,----,----,33.931745 S,151.221503 E,5,1,S,S,V
2015-07-13 22:34:35,20.8,2431,0.02,20.5,68.9,----,----,33.931740 S,151.221508 E,5,1,S,S,V
2015-07-13 22:34:37,26.0,2537,0.00,20.5,68.9,----,----,33.931733 S,151.221517 E,5,1,S,S,V
2015-07-13 22:34:39,26.0,2537,0.00,20.5,68.9,----,----,33.931735 S,151.221527 E,5,1,S,S,V
2015-07-13 22:34:40,29.7,2611,0.00,20.5,69.0,----,----,33.931735 S,151.221537 E,5,1,S,S,V
2015-07-13 22:34:42,24.0,2496,0.00,20.5,69.0,----,----,33.931740 S,151.221542 E,5,1,S,S,V
2015-07-13 22:34:44,24.5,2505,0.00,20.5,69.0,----,----,33.931740 S,151.221545 E,5,1,S,S,V
2015-07-13 22:34:46,22.2,2460,0.04,20.6,69.0,----,----,33.931522 S,151.221293 E,6,1,S,S,V
2015-07-13 22:34:48,26.3,2543,0.00,20.6,69.0,----,----,33.931463 S,151.221222 E,6,1,S,S,V
2015-07-13 22:34:49,23.8,2491,0.00,20.6,69.1,----,----,33.931433 S,151.221198 E,6,1,S,S,V
2015-07-13 22:34:51,27.2,2560,0.00,20.6,69.1,----,----,33.931410 S,151.221187 E,6,1,S,S,V
2015-07-13 22:34:53,32.4,2667,0.00,20.6,69.1,----,----,33.931403 S,151.221187 E,6,1,S,S,V
2015-07-13 22:34:55,26.3,2542,0.00,20.6,69.1,----,----,33.931395 S,151.221188 E,6,1,S,S,V
2015-07-13 22:34:57,30.5,2629,0.03,20.6,69.2,----,----,33.931392 S,151.221185 E,6,1,S,S,V
2015-07-13 22:34:59,24.5,2505,0.05,20.6,69.2,----,----,33.931395 S,151.221177 E,6,1,S,S,V
2015-07-13 22:35:01,28.0,2578,0.00,20.6,69.2,----,----,33.931388 S,151.221175 E,6,1,S,S,V
2015-07-13 22:35:03,38.2,2786,0.00,20.7,69.2,----,----,33.931390 S,151.221170 E,6,1,S,S,V
2015-07-13 22:35:05,26.1,2539,0.00,20.7,69.2,----,----,33.931387 S,151.221163 E,6,1,S,S,V
2015-07-13 22:35:07,27.1,2559,0.01,20.7,69.3,----,----,33.931383 S,151.221165 E,6,1,S,S,V
2015-07-13 22:35:09,27.0,2557,0.01,20.7,69.3,----,----,33.931373 S,151.221165 E,6,1,S,S,V
2015-07-13 22:35:11,24.2,2500,0.00,20.7,69.4,----,----,33.931363 S,151.221163 E,6,1,S,S,V
2015-07-13 22:35:13,26.2,2540,0.03,20.8,69.4,----,----,33.931377 S,151.221157 E,6,1,S,S,V
2015-07-13 22:35:22,24.1,2497,0.00,20.8,69.5,----,----,33.931398 S,151.221153 E,5,1,S,S,V
2015-07-13 22:35:24,34.3,2706,0.00,20.8,69.5,----,----,33.931398 S,151.221152 E,6,1,S,S,V
2015-07-13 22:35:26,22.7,2470,0.00,20.8,69.5,----,----,33.931397 S,151.221153 E,6,1,S,S,V
2015-07-13 22:35:28,26.3,2543,0.01,20.8,69.5,----,----,33.931383 S,151.221158 E,6,1,S,S,V
2015-07-13 22:35:30,28.8,2593,0.01,20.8,69.5,----,----,33.931377 S,151.221183 E,6,1,S,S,V
2015-07-13 22:35:33,24.9,2515,0.02,20.9,69.6,----,----,33.931365 S,151.221192 E,5,1,S,S,V
2015-07-13 22:35:36,28.7,2591,0.05,20.9,69.6,----,----,33.931363 S,151.221188 E,4,1,S,S,V
2015-07-13 22:35:38,24.0,2496,0.00,20.9,69.7,----,----,33.931368 S,151.221172 E,6,1,S,S,V
2015-07-13 22:35:40,24.6,2509,0.00,20.9,69.7,----,----,33.931358 S,151.221178 E,6,1,S,S,V
2015-07-13 22:35:42,25.3,2522,0.00,20.9,69.7,----,----,33.931363 S,151.221175 E,6,1,S,S,V
2015-07-13 22:35:46,26.2,2540,0.00,21.0,69.8,----,----,33.931368 S,151.221185 E,5,1,S,S,V
2015-07-13 22:35:48,28.2,2581,0.00,21.0,69.8,----,----,33.931365 S,151.221190 E,5,1,S,S,V
2015-07-13 22:35:50,33.2,2684,0.00,21.0,69.8,----,----,33.931360 S,151.221193 E,5,1,S,S,V
2015-07-13 22:35:53,30.9,2637,0.01,21.0,69.8,----,----,33.931355 S,151.221195 E,5,1,S,S,V
2015-07-13 22:35:55,29.7,2612,0.00,21.0,69.9,----,----,33.931358 S,151.221192 E,6,1,S,S,V
2015-07-13 22:36:05,27.0,2556,0.04,21.1,70.0,----,----,33.931347 S,151.221200 E,7,1,S,S,V
2015-07-13 22:36:08,26.7,2551,0.01,21.1,70.1,----,----,33.931340 S,151.221198 E,7,1,S,S,V
2015-07-13 22:36:10,31.5,2649,0.00,21.1,70.1,----,----,33.931335 S,151.221200 E,7,1,S,S,V
2015-07-13 22:36:12,26.0,2537,0.03,21.1,70.1,----,----,33.931328 S,151.221207 E,7,1,S,S,V
2015-07-13 22:36:14,30.7,2633,0.00,21.2,70.1,----,----,33.931327 S,151.221212 E,6,1,S,S,V
2015-07-13 22:36:17,20.8,2430,0.04,21.2,70.2,----,----,33.931322 S,151.221227 E,7,1,S,S,V
2015-07-13 22:36:19,21.6,2446,0.01,21.2,70.3,----,----,33.931317 S,151.221223 E,7,1,S,S,V
2015-07-13 22:36:22,25.4,2524,0.02,21.2,70.3,----,----,33.931312 S,151.221215 E,7,1,S,S,V
2015-07-13 22:36:23,22.7,2469,0.00,21.3,70.3,----,----,33.931297 S,151.221213 E,7,1,S,S,V
2015-07-13 22:36:26,22.3,2462,0.00,21.3,70.3,----,----,33.931293 S,151.221212 E,7,1,S,S,V
2015-07-13 22:36:30,26.2,2540,0.00,21.3,70.4,----,----,33.931287 S,151.221195 E,5,1,S,S,V
2015-07-13 22:36:32,23.9,2493,0.00,21.3,70.4,----,----,33.931280 S,151.221188 E,6,1,S,S,V
2015-07-13 22:36:34,21.9,2453,0.04,21.3,70.5,----,----,33.931283 S,151.221198 E,7,1,S,S,V
2015-07-13 22:36:36,26.4,2544,0.03,21.4,70.5,----,----,33.931283 S,151.221192 E,7,1,S,S,V
2015-07-13 22:36:39,24.2,2499,0.00,21.4,70.5,----,----,33.931290 S,151.221187 E,7,1,S,S,V
2015-07-13 22:36:41,19.1,2395,0.00,21.4,70.5,----,----,33.931297 S,151.221187 E,7,1,S,S,V
2015-07-13 22:36:43,20.0,2415,0.00,21.5,70.7,----,----,33.931297 S,151.221182 E,6,1,S,S,V
2015-07-13 22:36:45,26.9,2554,0.02,21.5,70.7,----,----,33.931305 S,151.221180 E,7,1,S,S,V
2015-07-13 22:36:47,18.7,2388,0.01,21.5,70.7,----,----,33.931308 S,151.221183 E,7,1,S,S,V
2015-07-13 22:36:49,18.1,2375,0.00,21.5,70.7,----,----,33.931308 S,151.221187 E,7,1,S,S,V
2015-07-13 22:36:51,16.0,2332,0.00,21.5,70.7,----,----,33.931312 S,151.221192 E,7,1,S,S,V
2015-07-13 22:36:53,21.2,2438,0.03,21.5,70.8,----,----,33.931317 S,151.221197 E,7,1,S,S,V
2015-07-13 22:36:55,22.4,2464,0.00,21.5,70.8,----,----,33.931317 S,151.221192 E,7,1,S,S,V
2015-07-13 22:36:57,18.3,2379,0.00,21.5,70.8,----,----,33.931317 S,151.221183 E,7,1,S,S,V
2015-07-13 22:36:59,18.8,2389,0.00,21.6,70.9,----,----,33.931323 S,151.221183 E,7,1,S,S,V
2015-07-13 22:37:01,14.9,2311,0.00,21.6,70.9,----,----,33.931322 S,151.221185 E,7,1,S,S,V
2015-07-13 22:37:03,21.1,2436,0.00,21.6,70.9,----,----,33.931323 S,151.221182 E,7,1,S,S,V
2015-07-13 22:37:06,23.2,2480,0.02,21.6,71.0,----,----,33.931315 S,151.221187 E,7,1,S,S,V
2015-07-13 22:37:09,19.3,2400,0.00,21.7,71.0,----,----,33.931317 S,151.221190 E,7,1,S,S,V
2015-07-13 22:37:11,22.2,2460,0.00,21.7,71.1,----,----,33.931318 S,151.221197 E,7,1,S,S,V
2015-07-13 22:37:14,19.7,2408,0.02,21.7,71.1,----,----,33.931302 S,151.221207 E,6,1,S,S,V
2015-07-13 22:37:16,24.2,2500,0.04,21.7,71.1,----,----,33.931295 S,151.221205 E,7,1,S,S,V
2015-07-13 22:37:18,18.5,2383,0.00,21.7,71.1,----,----,33.931285 S,151.221202 E,7,1,S,S,V
2015-07-13 22:37:20,23.7,2490,0.02,21.7,71.1,----,----,33.931283 S,151.221193 E,7,1,S,S,V
2015-07-13 22:37:22,24.1,2498,0.00,21.7,71.2,----,----,33.931288 S,151.221190 E,6,1,S,S,V
2015-07-13 22:37:45,26.1,2538,0.00,21.9,71.5,----,----,33.931437 S,151.221147 E,7,1,S,S,V
2015-07-13 22:37:47,25.3,2522,0.04,21.9,71.5,----,----,33.931433 S,151.221143 E,7,1,S,S,V
2015-07-13 22:37:49,24.9,2515,0.01,22.0,71.6,----,----,33.931413 S,151.221148 E,7,1,S,S,V
2015-07-13 22:37:51,25.1,2518,0.00,22.0,71.6,----,----,33.931400 S,151.221152 E,7,1,S,S,V
2015-07-13 22:37:54,32.4,2666,0.00,22.0,71.6,----,----,33.931400 S,151.221145 E,7,1,S,S,V
2015-07-13 22:37:56,24.8,2512,0.04,22.0,71.6,----,----,33.931415 S,151.221143 E,7,1,S,S,V
2015-07-13 22:37:58,32.5,2668,0.02,22.0,71.6,----,----,33.931410 S,151.221145 E,7,1,S,S,V
2015-07-13 22:38:00,30.3,2625,0.00,22.0,71.7,----,----,33.931403 S,151.221148 E,7,1,S,S,V
2015-07-13 22:38:02,27.0,2556,0.00,22.0,71.7,----,----,33.931400 S,151.221147 E,7,1,S,S,V
2015-07-13 22:38:04,29.1,2600,0.00,22.0,71.7,----,----,33.931392 S,151.221158 E,6,1,S,S,V
2015-07-13 22:38:07,31.1,2641,0.00,22.0,71.7,----,----,33.931395 S,151.221157 E,6,1,S,S,V
2015-07-13 22:38:09,29.7,2612,0.00,22.1,71.8,----,----,33.931390 S,151.221152 E,7,1,S,S,V
2015-07-13 22:38:11,31.3,2645,0.00,22.1,71.8,----,----,33.931387 S,151.221140 E,6,1,S,S,V
2015-07-13 22:38:13,24.8,2513,0.00,22.1,71.8,----,----,33.931382 S,151.221143 E,7,1,S,S,V
2015-07-13 22:38:15,29.9,2617,0.07,22.1,71.8,----,----,33.931378 S,151.221148 E,7,1,S,S,V
2015-07-13 22:38:18,25.4,2525,0.00,22.1,71.8,----,----,33.931377 S,151.221153 E,7,1,S,S,V
2015-07-13 22:38:20,29.3,2603,0.01,22.1,71.8,----,----,33.931368 S,151.221157 E,7,1,S,S,V
2015-07-13 22:38:22,31.4,2646,0.00,22.1,71.9,----,----,33.931365 S,151.221155 E,7,1,S,S,V
2015-07-13 22:38:24,27.1,2558,0.02,22.2,71.9,----,----,33.931362 S,151.221153 E,7,1,S,S,V
2015-07-13 22:38:26,36.2,2744,0.03,22.2,71.9,----,----,33.931363 S,151.221152 E,7,1,S,S,V
2015-07-13 22:38:29,35.6,2733,0.00,22.2,72.0,----,----,33.931368 S,151.221150 E,6,1,S,S,V
2015-07-13 22:38:31,34.4,2708,0.07,22.2,72.0,----,----,33.931360 S,151.221152 E,6,1,S,S,V
2015-07-13 22:38:33,30.4,2626,0.00,22.2,72.0,----,----,33.931350 S,151.221155 E,6,1,S,S,V
2015-07-13 22:38:35,35.7,2735,0.02,22.2,72.1,----,----,33.931345 S,151.221157 E,6,1,S,S,V
2015-07-13 22:38:37,29.7,2612,0.02,22.3,72.1,----,----,33.931343 S,151.221150 E,6,1,S,S,V
2015-07-13 22:38:39,29.9,2616,0.00,22.3,72.1,----,----,33.931343 S,151.221150 E,7,1,S,S,V
2015-07-13 22:38:41,31.3,2644,0.00,22.3,72.2,----,----,33.931348 S,151.221157 E,7,1,S,S,V
2015-07-13 22:38:43,31.1,2641,0.00,22.3,72.2,----,----,33.931338 S,151.221157 E,7,1,S,S,V
2015-07-13 22:38:45,29.0,2597,0.02,22.3,72.2,----,----,33.931328 S,151.221160 E,7,1,S,S,V
2015-07-13 22:38:47,27.1,2559,0.01,22.3,72.2,----,----,33.931323 S,151.221160 E,7,1,S,S,V
2015-07-13 22:38:50,23.1,2477,0.02,22.4,72.3,----,----,33.931325 S,151.221157 E,6,1,S,S,V
2015-07-13 22:38:52,28.1,2579,0.04,22.4,72.3,----,----,33.931323 S,151.221157 E,6,1,S,S,V
2015-07-13 22:38:55,34.2,2703,0.01,22.4,72.3,----,----,33.931323 S,151.221157 E,7,1,S,S,V
2015-07-13 22:38:56,30.3,2624,0.07,22.4,72.3,----,----,33.931323 S,151.221157 E,7,1,S,S,V
2015-07-13 22:38:59,30.4,2627,0.01,22.4,72.3,----,----,33.931332 S,151.221165 E,7,1,S,S,V
2015-07-13 22:39:01,31.8,2655,0.00,22.4,72.4,----,----,33.931340 S,151.221172 E,7,1,S,S,V
2015-07-13 22:39:03,27.1,2558,0.03,22.4,72.4,----,----,33.931335 S,151.221175 E,7,1,S,S,V
2015-07-13 22:39:05,30.8,2634,0.02,22.4,72.4,----,----,33.931332 S,151.221172 E,6,1,S,S,V
2015-07-13 22:39:07,26.5,2547,0.00,22.4,72.4,----,----,33.931328 S,151.221170 E,6,1,S,S,V
2015-07-13 22:39:09,28.7,2591,0.03,22.4,72.4,----,----,33.931327 S,151.221168 E,6,1,S,S,V
2015-07-13 22:39:11,29.7,2612,0.04,22.4,72.4,----,----,33.931325 S,151.221172 E,7,1,S,S,V
2015-07-13 22:39:14,31.1,2641,0.00,22.4,72.4,----,----,33.931327 S,151.221170 E,6,1,S,S,V
2015-07-13 22:39:16,23.6,2487,0.00,22.4,72.4,----,----,33.931322 S,151.221165 E,7,1,S,S,V
2015-07-13 22:39:18,28.1,2579,0.00,22.4,72.4,----,----,33.931322 S,151.221163 E,7,1,S,S,V
2015-07-13 22:39:20,33.9,2698,0.00,22.5,72.5,----,----,33.931330 S,151.221167 E,7,1,S,S,V
2015-07-13 22:39:24,31.4,2646,0.00,22.5,72.5,----,----,33.931327 S,151.221157 E,7,1,S,S,V
2015-07-13 22:39:27,29.2,2602,0.00,22.5,72.5,----,----,33.931323 S,151.221153 E,7,1,S,S,V
2015-07-13 22:39:29,26.1,2538,0.03,22.5,72.6,----,----,33.931318 S,151.221155 E,7,1,S,S,V
2015-07-13 22:39:31,29.3,2604,0.04,22.5,72.6,----,----,33.931320 S,151.221158 E,7,1,S,S,V
2015-07-13 22:39:33,26.3,2543,0.02,22.5,72.6,----,----,33.931325 S,151.221157 E,7,1,S,S,V
2015-07-13 22:39:36,20.3,2421,0.00,22.5,72.6,----,----,33.931322 S,151.221155 E,6,1,S,S,V
2015-07-13 22:39:38,23.9,2493,0.00,22.5,72.6,----,----,33.931318 S,151.221153 E,7,1,S,S,V
2015-07-13 22:39:40,22.0,2455,0.00,22.6,72.6,----,----,33.931320 S,151.221160 E,7,1,S,S,V
2015-07-13 22:39:42,29.5,2608,0.01,22.6,72.6,----,----,33.931313 S,151.221165 E,7,1,S,S,V
2015-07-13 22:39:45,25.2,2520,0.00,22.6,72.6,----,----,33.931310 S,151.221167 E,7,1,S,S,V
2015-07-13 22:39:47,22.2,2459,0.00,22.6,72.7,----,----,33.931312 S,151.221165 E,7,1,S,S,V
2015-07-13 22:39:49,24.7,2510,0.00,22.6,72.7,----,----,33.931310 S,151.221167 E,7,1,S,S,V
2015-07-13 22:39:51,22.5,2466,0.00,22.6,72.7,----,----,33.931310 S,151.221170 E,7,1,S,S,V
2015-07-13 22:39:53,21.2,2438,0.03,22.6,72.8,----,----,33.931327 S,151.221175 E,7,1,S,S,V
2015-07-13 22:39:55,23.0,2476,0.00,22.6,72.8,----,----,33.931328 S,151.221175 E,7,1,S,S,V
2015-07-13 22:39:58,21.9,2453,0.00,22.6,72.8,----,----,33.931318 S,151.221175 E,7,1,S,S,V
2015-07-13 22:40:00,18.0,2373,0.00,22.6,72.8,----,----,33.931318 S,151.221172 E,6,1,S,S,V
2015-07-13 22:40:02,20.1,2416,0.00,22.7,72.8,----,----,33.931315 S,151.221173 E,7,1,S,S,V
2015-07-13 22:40:04,18.6,2385,0.00,22.7,72.9,----,----,33.931307 S,151.221178 E,7,1,S,S,V
2015-07-13 22:40:06,18.0,2373,0.00,22.7,72.9,----,----,33.931308 S,151.221178 E,7,1,S,S,V
2015-07-13 22:40:08,23.1,2478,0.00,22.7,72.9,----,----,33.931290 S,151.221185 E,6,1,S,S,V
2015-07-13 22:40:10,22.2,2459,0.02,22.7,72.9,----,----,33.931283 S,151.221185 E,6,1,S,S,V
2015-07-13 22:40:12,23.0,2475,0.01,22.7,73.0,----,----,33.931278 S,151.221185 E,6,1,S,S,V
2015-07-13 22:40:14,25.3,2523,0.00,22.7,73.0,----,----,33.931272 S,151.221178 E,7,1,S,S,V
2015-07-13 22:40:16,24.6,2509,0.00,22.7,73.0,----,----,33.931262 S,151.221180 E,6,1,S,S,V
2015-07-13 22:40:20,26.8,2552,0.00,22.7,73.0,----,----,33.931247 S,151.221183 E,7,1,S,S,V
2015-07-13 22:40:22,18.5,2384,0.00,22.7,73.0,----,----,33.931247 S,151.221187 E,7,1,S,S,V
2015-07-13 22:40:24,22.9,2473,0.00,22.8,73.0,----,----,33.931253 S,151.221185 E,7,1,S,S,V
2015-07-13 22:40:25,20.9,2433,0.02,22.8,73.0,----,----,33.931280 S,151.221188 E,7,1,S,S,V
2015-07-13 22:40:27,26.1,2538,0.00,22.8,73.0,----,----,33.931282 S,151.221193 E,6,1,S,S,V
2015-07-13 22:40:46,31.7,2653,0.02,22.8,73.2,----,----,33.931452 S,151.221145 E,7,1,S,S,V
2015-07-13 22:40:48,28.4,2585,0.02,22.9,73.2,----,----,33.931442 S,151.221147 E,7,1,S,S,V
2015-07-13 22:40:50,27.7,2572,0.01,22.9,73.2,----,----,33.931432 S,151.221147 E,7,1,S,S,V
2015-07-13 22:40:52,24.2,2500,0.00,22.9,73.2,----,----,33.931435 S,151.221145 E,7,1,S,S,V
2015-07-13 22:40:54,28.6,2589,0.06,22.9,73.2,----,----,33.931437 S,151.221143 E,6,1,S,S,V
